duplicate_group_id,source_entry,Material,Text,Tensile_value,Yield_value,Elongation_value,cluster_number,cluster_label,DOIs,Files,problem,status,Table_topic,title,abstract,Tensile_name,Tensile_unit,Yield_name,Yield_unit,Elongation_name,Elongation_unit,H,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Y,Zr,Nb,Mo,Sn,Sb,La,Ce,Ta,W,Pb,Bi,Other_ele,Text_addition,actions,cluster_number_0_to_11
676,3190,AISI 6150H Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1015.0,979.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.975,0.8,97.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",6
677,678,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1060.0,703.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",6
677,2029,AISI 5160H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1060.0,703.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",6
678,679,AISI 8620 Steel,"Double Quenched And Tempered (150C (300F)), Carburized",917.0,572.0,20.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Double Quenched And Tempered (150C (300F)), Carburized",5
678,2391,AISI 8620 Steel,"Double Quenched And Tempered (150C (300F)), Carburized",917.0,572.0,20.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Double Quenched And Tempered (150C (300F)), Carburized",5
679,680,AISI 8620 Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Oil Quenched, 150C Temper",1075.0,876.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, Machined To 25 mm, Pseudocarburized, Oil Quenched, 150C Temper",0
679,2612,AISI 8620 Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Oil Quenched, 150C Temper",1075.0,876.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, Machined To 25 mm, Pseudocarburized, Oil Quenched, 150C Temper",0
680,681,AISI 8620 Steel,"Cooled In Carburizing Box, Reheated And Quenched, 13 mm (0.5 In.) Round",1296.0,1035.0,11.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Cooled In Carburizing Box, Reheated And Quenched, 13 mm (0.5 In.) Round",8
680,2404,AISI 8620 Steel,"Cooled In Carburizing Box, Reheated And Quenched, 13 mm (0.5 In.) Round",1296.0,1035.0,11.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Cooled In Carburizing Box, Reheated And Quenched, 13 mm (0.5 In.) Round",8
681,682,AISI 51B60H Steel,"Normalized, 100 mm (4 In.) Round",924.0,485.0,14.0,9,Normalized – general-purpose steel (round normalized stock),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.00175,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.42325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, 100 mm (4 In.) Round",9
681,2033,AISI 51B60H Steel,"Normalized, 100 mm (4 In.) Round",924.0,485.0,14.0,9,Normalized – general-purpose steel (round normalized stock),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.00175,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.42325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, 100 mm (4 In.) Round",9
682,683,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1145.0,1005.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",6
682,2015,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1145.0,1005.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",6
683,684,AISI 51B60H Steel,"Annealed, 25 mm (1 In.) Round",724.0,275.0,17.0,3,Normalized – easy-to-machine stock (cold drawn),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.00175,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.42325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Annealed, 25 mm (1 In.) Round",3
683,2059,AISI 51B60H Steel,"Annealed, 25 mm (1 In.) Round",724.0,275.0,17.0,3,Normalized – easy-to-machine stock (cold drawn),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.00175,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.42325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Annealed, 25 mm (1 In.) Round",3
684,685,AISI 6150 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1015.0,979.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.95,0.8,97.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",6
684,2988,AISI 6150 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1015.0,979.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.95,0.8,97.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",6
685,686,AISI 6150 Steel,"Annealed, 25 mm (1 In.) Round",670.0,415.0,23.0,3,Normalized – easy-to-machine stock (cold drawn),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.95,0.8,97.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Annealed, 25 mm (1 In.) Round",3
685,3096,AISI 6150 Steel,"Annealed, 25 mm (1 In.) Round",670.0,415.0,23.0,3,Normalized – easy-to-machine stock (cold drawn),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.95,0.8,97.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Annealed, 25 mm (1 In.) Round",3
686,687,AISI 8617H Steel,"Double Quenched, 150C (300F) Temper",820.0,550.0,23.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.48,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Double Quenched, 150C (300F) Temper",5
686,2529,AISI 8617H Steel,"Double Quenched, 150C (300F) Temper",820.0,550.0,23.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.48,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Double Quenched, 150C (300F) Temper",5
687,688,AISI 6150H Steel,"Annealed, 25 mm (1 In.) Round",670.0,415.0,23.0,3,Normalized – easy-to-machine stock (cold drawn),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.975,0.8,97.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Annealed, 25 mm (1 In.) Round",3
687,3011,AISI 6150H Steel,"Annealed, 25 mm (1 In.) Round",670.0,415.0,23.0,3,Normalized – easy-to-machine stock (cold drawn),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.975,0.8,97.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Annealed, 25 mm (1 In.) Round",3
688,689,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",779.0,580.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.00175,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.42325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",6
688,2028,AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",779.0,580.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.00175,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.42325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",6
689,690,AISI 8620 Steel,"Normalized, 50 mm (2 In.) Round",600.0,360.0,27.0,9,Normalized – general-purpose steel (round normalized stock),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, 50 mm (2 In.) Round",9
689,2531,AISI 8620 Steel,"Normalized, 50 mm (2 In.) Round",600.0,360.0,27.0,9,Normalized – general-purpose steel (round normalized stock),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, 50 mm (2 In.) Round",9
690,691,AISI 8620 Steel,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 775C, 150C Temper",938.0,772.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 775C, 150C Temper",0
690,2448,AISI 8620 Steel,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 775C, 150C Temper",938.0,772.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, Machined To 13.7 mm, Pseudocarburized, Reheated To 775C, 150C Temper",0
691,692,AISI 6150 Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 100 mm (4 In.) Round",896.0,745.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.95,0.8,97.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 100 mm (4 In.) Round",6
691,2975,AISI 6150 Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 100 mm (4 In.) Round",896.0,745.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.15,0.95,0.8,97.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 100 mm (4 In.) Round",6
692,693,AISI 5150 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",993.0,903.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.8,97.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",6
692,3052,AISI 5150 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",993.0,903.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.8,97.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",6
693,694,AISI 8620 Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 800C, 150C Temper",958.0,765.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 800C, 150C Temper",0
693,2401,AISI 8620 Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 800C, 150C Temper",958.0,765.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized, Machined To 25 mm, Pseudocarburized, Reheated To 800C, 150C Temper",0
694,695,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 230C (450F) Temper, 13 mm (0.5 In.) Round",1225.0,965.0,14.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Mock Carburized, Reheated And Oil Quenched, 230C (450F) Temper, 13 mm (0.5 In.) Round",8
694,2449,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 230C (450F) Temper, 13 mm (0.5 In.) Round",1225.0,965.0,14.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Mock Carburized, Reheated And Oil Quenched, 230C (450F) Temper, 13 mm (0.5 In.) Round",8
695,696,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",876.0,580.0,20.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",8
695,2460,AISI 8620 Steel,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",876.0,580.0,20.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,97.42,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Mock Carburized, Reheated And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",8
696,697,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",889.0,615.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",6
696,2045,AISI 5160 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",889.0,615.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.8,0.875,97.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",6
