duplicate_group_id,source_entry,Material,Text,Tensile_value,Yield_value,Elongation_value,cluster_number,cluster_label,DOIs,Files,problem,status,Table_topic,title,abstract,Tensile_name,Tensile_unit,Yield_name,Yield_unit,Elongation_name,Elongation_unit,H,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Y,Zr,Nb,Mo,Sn,Sb,La,Ce,Ta,W,Pb,Bi,Other_ele,Text_addition,actions,cluster_number_0_to_11
120,120,AISI 4023 Steel,"Normalized At 925C (1700F), Machined To 13.7 mm (0.540 In.) Rounds, Pseudocarburized At 925C (1700F), Box Cooled To Rt, Reheated To 855C (1570F) And Oil Quenched, 150C (300F) Temper",986.0,724.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.0,0.8,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized At 925C (1700F), Machined To 13.7 mm (0.540 In.) Rounds, Pseudocarburized At 925C (1700F), Box Cooled To Rt, Reheated To 855C (1570F) And Oil Quenched, 150C (300F) Temper",0
120,2104,AISI 4023 Steel,"Normalized At 925C (1700F), Machined To 13.7 mm (0.540 In.) Rounds, Pseudocarburized At 925C (1700F), Box Cooled To Rt, Reheated To 855C (1570F) And Oil Quenched, 150C (300F) Temper",986.0,724.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.0,0.8,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized At 925C (1700F), Machined To 13.7 mm (0.540 In.) Rounds, Pseudocarburized At 925C (1700F), Box Cooled To Rt, Reheated To 855C (1570F) And Oil Quenched, 150C (300F) Temper",0
121,121,AISI 4130 Steel,Annealed At 865C (1590F),560.0,360.0,28.0,7,Annealed – easy-to-machine – round annealed stock,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.5,97.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Annealed At 865C (1590F),7
121,2875,AISI 4130 Steel,Annealed At 865C (1590F),560.0,360.0,28.0,7,Annealed – easy-to-machine – round annealed stock,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.5,97.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Annealed At 865C (1590F),7
122,122,AISI 4150 Steel,Normalized 870C (1600F),1160.0,740.0,11.0,4,Normalized (air cooled) – general-purpose steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.875,97.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Normalized 870C (1600F),4
122,2933,AISI 4150 Steel,Normalized 870C (1600F),1160.0,740.0,11.0,4,Normalized (air cooled) – general-purpose steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.875,97.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Normalized 870C (1600F),4
123,123,AISI 4150 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",972.0,883.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.875,97.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",6
123,2836,AISI 4150 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",972.0,883.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.875,97.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",6
124,124,AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",972.0,635.0,16.0,4,Normalized (air cooled) – general-purpose steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",4
124,2816,AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",972.0,635.0,16.0,4,Normalized (air cooled) – general-purpose steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",4
125,125,AISI 4140H Steel,"Heat Treated, 650C (1200F) Temper, 25 mm (1 In.) Round",896.0,786.0,21.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Heat Treated, 650C (1200F) Temper, 25 mm (1 In.) Round",0
125,2818,AISI 4140H Steel,"Heat Treated, 650C (1200F) Temper, 25 mm (1 In.) Round",896.0,786.0,21.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Heat Treated, 650C (1200F) Temper, 25 mm (1 In.) Round",0
126,126,AISI 4140H Steel,"Oil Quenched, Tempered 425C (800F), 25 mm (1 In.) Round",1380.0,1170.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched, Tempered 425C (800F), 25 mm (1 In.) Round",6
126,2834,AISI 4140H Steel,"Oil Quenched, Tempered 425C (800F), 25 mm (1 In.) Round",1380.0,1170.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched, Tempered 425C (800F), 25 mm (1 In.) Round",6
127,127,AISI 4140H Steel,"Heat Treated, Tempered 370C (700F), 25 mm (1 In.) Round",1595.0,1460.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Heat Treated, Tempered 370C (700F), 25 mm (1 In.) Round",0
127,2876,AISI 4140H Steel,"Heat Treated, Tempered 370C (700F), 25 mm (1 In.) Round",1595.0,1460.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Heat Treated, Tempered 370C (700F), 25 mm (1 In.) Round",0
128,128,AISI 4118H Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 100 mm (4 In.) Round",617.0,296.0,28.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 100 mm (4 In.) Round",8
128,2186,AISI 4118H Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 100 mm (4 In.) Round",617.0,296.0,28.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 100 mm (4 In.) Round",8
129,129,AISI 4130 Steel,"Water Quenched 855C (1570F), 595C (1100F) Temper, 100 mm (4 In.) Round",703.0,540.0,24.0,10,Quenched (water) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.5,97.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Water Quenched 855C (1570F), 595C (1100F) Temper, 100 mm (4 In.) Round",10
129,2786,AISI 4130 Steel,"Water Quenched 855C (1570F), 595C (1100F) Temper, 100 mm (4 In.) Round",703.0,540.0,24.0,10,Quenched (water) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.5,97.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Water Quenched 855C (1570F), 595C (1100F) Temper, 100 mm (4 In.) Round",10
130,130,AISI 4118H Steel,"Normalized At 910C (1670F), Air Cooled, 14 mm (0.55 In.) Round",586.0,393.0,31.0,4,Normalized (air cooled) – general-purpose steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized At 910C (1670F), Air Cooled, 14 mm (0.55 In.) Round",4
130,2229,AISI 4118H Steel,"Normalized At 910C (1670F), Air Cooled, 14 mm (0.55 In.) Round",586.0,393.0,31.0,4,Normalized (air cooled) – general-purpose steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized At 910C (1670F), Air Cooled, 14 mm (0.55 In.) Round",4
131,131,AISI 4118H Steel,"Double Quench, 230C (450F) Temper, 1.2 mm Case Depth",827.0,435.0,22.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Double Quench, 230C (450F) Temper, 1.2 mm Case Depth",5
131,2179,AISI 4118H Steel,"Double Quench, 230C (450F) Temper, 1.2 mm Case Depth",827.0,435.0,22.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Double Quench, 230C (450F) Temper, 1.2 mm Case Depth",5
132,132,AISI 4118H Steel,"Single Quench, 230C (450F) Temper, 1.2 mm Case Depth",951.0,620.0,18.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Single Quench, 230C (450F) Temper, 1.2 mm Case Depth",5
132,2368,AISI 4118H Steel,"Single Quench, 230C (450F) Temper, 1.2 mm Case Depth",951.0,620.0,18.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Single Quench, 230C (450F) Temper, 1.2 mm Case Depth",5
133,133,AISI 4130 Steel,"Water Quenched 855C (1570F), 480C (900F) Temper, 50 mm (2 In.) Round",917.0,758.0,19.0,10,Quenched (water) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.5,97.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Water Quenched 855C (1570F), 480C (900F) Temper, 50 mm (2 In.) Round",10
133,2857,AISI 4130 Steel,"Water Quenched 855C (1570F), 480C (900F) Temper, 50 mm (2 In.) Round",917.0,758.0,19.0,10,Quenched (water) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.95,0.5,97.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Water Quenched 855C (1570F), 480C (900F) Temper, 50 mm (2 In.) Round",10
134,134,AISI 4150H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1145.0,1034.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",6
134,2885,AISI 4150H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1145.0,1034.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",6
135,135,AISI 4118H Steel,"Direct Quench, 150C (300F) Temper, 1.6 mm Case Depth",1225.0,903.0,9.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Direct Quench, 150C (300F) Temper, 1.6 mm Case Depth",5
135,2185,AISI 4118H Steel,"Direct Quench, 150C (300F) Temper, 1.6 mm Case Depth",1225.0,903.0,9.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.5,0.8,98.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Direct Quench, 150C (300F) Temper, 1.6 mm Case Depth",5
136,136,AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",1020.0,675.0,17.0,4,Normalized (air cooled) – general-purpose steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",4
136,2894,AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",1020.0,675.0,17.0,4,Normalized (air cooled) – general-purpose steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",4
137,137,AISI 4419 Steel,"Mock Carburized, 230C (450F) Temper, 14 mm (0.55 In.) Round",710.0,425.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.0,0.55,98.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Mock Carburized, 230C (450F) Temper, 14 mm (0.55 In.) Round",8
137,2115,AISI 4419 Steel,"Mock Carburized, 230C (450F) Temper, 14 mm (0.55 In.) Round",710.0,425.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant),,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.0,0.55,98.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Mock Carburized, 230C (450F) Temper, 14 mm (0.55 In.) Round",8
138,138,AISI 4150H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1165.0,1040.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",6
138,2839,AISI 4150H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1165.0,1040.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.875,97.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",6
139,139,AISI 4130H Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 100 mm (4 In.) Round",800.0,635.0,21.0,10,Quenched (water) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.5,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Water Quenched 855C (1570F), 540C (1000F) Temper, 100 mm (4 In.) Round",10
139,2935,AISI 4130H Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 100 mm (4 In.) Round",800.0,635.0,21.0,10,Quenched (water) & tempered – high-strength structural steel,,,,1,Steel database with labelled clusters,,,Ultimate tensile strength,MPa,Yield strength,MPa,Ductility,%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.035,0.04,0.0,0.0,0.0,0.0,0.975,0.5,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Water Quenched 855C (1570F), 540C (1000F) Temper, 100 mm (4 In.) Round",10
