alloy_name,Text,Co,Cr,Ni,Al,Ti,Ta,B,C,Cu,Fe,Hf,Mn,Mo,Nb,V,W,Zr,RT_YS,RT_UTS,RT_EL,HT_YS,HT_UTS,HT_EL
BYG331-5#,This high-entropy alloy with unknown phase structure was heat treated at 1120°C×1h+800°C×10h and tested at 700 degrees Celsius.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1.39,1.34,0.0,1.66,0.0,1065.0,1451.0,18.5,863.0,1009.0,
BYG331-5#,This high-entropy alloy with unknown phase structure was heat treated at 1120°C×1h+800°C×10h(小锻) and tested at 700 degrees Celsius.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1.39,1.34,0.0,1.66,0.0,1028.0,1442.0,21.5,876.0,1121.0,6.0
BYG331-6#,This high-entropy alloy with unknown phase structure was heat treated at as-received and tested at room temperature degrees Celsius.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,1.44,1.43,0.0,1.69,0.0,,,,,,
3J22G,This high-entropy alloy with unknown phase structure was heat treated at 锻态+冷轧1.0mm+时效425°C×4h and tested at room temperature degrees Celsius.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,15.76,0.0,0.0,3.48,0.0,0.0,3.72,0.0,1062.0,1189.0,7.5,,,
3J22G,This high-entropy alloy with unknown phase structure was heat treated at 锻态+冷轧1.0mm+时效425°C×4h(另一组) and tested at room temperature degrees Celsius.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,15.76,0.0,0.0,3.48,0.0,0.0,3.72,0.0,994.0,996.0,3.0,,,
3J22G,This high-entropy alloy with unknown phase structure was heat treated at 锻态+冷轧0.4mm+固溶1160°C×1h+时效425°C×4h and tested at room temperature degrees Celsius.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,15.76,0.0,0.0,3.48,0.0,0.0,3.72,0.0,1514.0,1520.0,0.24,,,
3J22G,This high-entropy alloy with unknown phase structure was heat treated at 锻态+冷轧0.4mm+固溶1160°C×1h+时效425°C×4h(另一组) and tested at room temperature degrees Celsius.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,15.76,0.0,0.0,3.48,0.0,0.0,3.72,0.0,1628.0,1662.0,0.32,,,
Al0.3CoCrFeNi,This high-entropy alloy with FCC+ordered L1-2 intermetallic precipitates was heat treated at as-cast and tested at room temperature degrees Celsius.,24.25,24.25,24.25,7.25,0.0,0.0,0.0,0.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,525.0,44.0,,,
Al0.5CoCrCu0.5FeNi2,This high-entropy alloy with FCC+ordered L1-2 intermetallic precipitates was heat treated at as-cast and tested at 500 degrees Celsius.,20.0,20.0,40.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,489.0,39.0,215.0,248.0,6.0
Al0.5CoCrCuFeNi,This high-entropy alloy with FCC+ordered L1-2 intermetallic precipitates was heat treated at as-cast and tested at room temperature degrees Celsius.,20.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,707.0,19.0,,,
Al0.5CoCrCuFeNi_HT,This high-entropy alloy with FCC+FCC was heat treated at HT+cold rolling and tested at 300 degrees Celsius.,20.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,790.0,25.0,460.0,600.0,6.0
Al0.5CoCrCuFeNi_HT,This high-entropy alloy with FCC+FCC was heat treated at HT+cold rolling and tested at 400 degrees Celsius.,20.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,790.0,25.0,500.0,590.0,4.0
Al0.5CoCrCuFeNi_HT,This high-entropy alloy with FCC+FCC was heat treated at HT+cold rolling and tested at 500 degrees Celsius.,20.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,790.0,25.0,430.0,450.0,2.0
Al0.5CoCrCuFeNi_HT,This high-entropy alloy with FCC+FCC was heat treated at HT+cold rolling and tested at 600 degrees Celsius.,20.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,790.0,25.0,270.0,310.0,3.0
Al0.5CoCrCuFeNi_HT,This high-entropy alloy with FCC+FCC was heat treated at HT+cold rolling and tested at 700 degrees Celsius.,20.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,790.0,25.0,170.0,190.0,13.0
CoCrFeMnNi,This high-entropy alloy with FCC was heat treated at Cold rolling+annealing and tested at 400 degrees Celsius.,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,362.0,651.0,51.0,267.0,493.0,32.0
CoCrFeMnNi,This high-entropy alloy with FCC was heat treated at Cold rolling+annealing and tested at 600 degrees Celsius.,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,362.0,651.0,51.0,241.0,423.0,42.0
CoCrFeNi,This high-entropy alloy with FCC was heat treated at Cold rolling+annealing and tested at 200 degrees Celsius.,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,714.0,38.0,215.0,582.0,34.0
CoCrFeNi,This high-entropy alloy with FCC was heat treated at Cold rolling+annealing and tested at 400 degrees Celsius.,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,714.0,38.0,195.0,496.0,28.0
CoCrMnNi,This high-entropy alloy with FCC was heat treated at Cold rolling+annealing and tested at 200 degrees Celsius.,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,280.0,699.0,43.0,215.0,582.0,36.0
CoCrMnNi,This high-entropy alloy with FCC was heat treated at Cold rolling+annealing and tested at 400 degrees Celsius.,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,280.0,555.0,43.0,186.0,,28.0
Al0.4Hf0.6NbTaTiZr,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,13.3,13.3,13.3,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.3,0.0,0.0,13.3,1841.0,,10.0,796.0,,50.0
Al0.4Hf0.6NbTaTiZr,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1000 degrees Celsius.,0.0,0.0,0.0,13.3,13.3,13.3,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.3,0.0,0.0,13.3,1841.0,,10.0,298.0,,50.0
Al0.25NbTaTiV,This high-entropy alloy with BCC was heat treated at as-cast and tested at room temperature degrees Celsius.,0.0,0.0,0.0,6.25,18.75,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,18.75,0.0,0.0,1330.0,,50.0,,,
AlNbTaTiV,This high-entropy alloy with BCC was heat treated at as-cast and tested at room temperature degrees Celsius.,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,991.0,,50.0,,,
HfNbTaTiZr,This high-entropy alloy with BCC was heat treated at as-cast and tested at 600 degrees Celsius.,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,929.0,,50.0,675.0,,50.0
HfNbTaTiZr,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,929.0,,50.0,535.0,,50.0
MoNbTaVW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 600 degrees Celsius.,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,1246.0,,1.7,862.0,,13.0
MoNbTaVW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,1246.0,,1.7,846.0,,17.0
MoNbTaVW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1000 degrees Celsius.,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,1246.0,,1.7,842.0,,19.0
MoNbTaVW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1200 degrees Celsius.,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,1246.0,,1.7,735.0,,7.5
MoNbTaVW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1400 degrees Celsius.,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,1246.0,,1.7,656.0,,18.0
MoNbTaVW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1600 degrees Celsius.,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,1246.0,,1.7,477.0,,13.0
TiNbMoTaW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,,,,674.0,1618.0,46.6
TiNbMoTaW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1000 degrees Celsius.,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,,,,620.0,1426.0,35.5
TiVNbMoTaW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,16.67,0.0,,,,791.3,1180.0,9.4
TiVNbMoTaW,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1000 degrees Celsius.,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,16.67,0.0,,,,752.8,1105.0,23.7
Ti40Al10V10Nb20Mo20,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,10.0,0.0,0.0,,,,520.0,,50.0
Ti35Al15V15Nb20Mo20,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15.0,0.0,0.0,,,,550.0,,50.0
Ti30Al20V20Nb20Mo10,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,0.0,0.0,,,,624.0,,30.0
VCrFeTa0.1W0.1,This high-entropy alloy with BCC was heat treated at as-cast and tested at 600 degrees Celsius.,0.0,32.26,0.0,0.0,0.0,3.23,0.0,0.0,0.0,32.26,0.0,0.0,0.0,0.0,32.26,3.23,0.0,,,,1234.0,2158.0,28.1
VCrFeTa0.1W0.1,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,32.26,0.0,0.0,0.0,3.23,0.0,0.0,0.0,32.26,0.0,0.0,0.0,0.0,32.26,3.23,0.0,,,,1019.0,1289.0,50.0
VCrFeTa0.2W0.2,This high-entropy alloy with BCC was heat treated at as-cast and tested at 600 degrees Celsius.,0.0,30.3,0.0,0.0,0.0,6.06,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,30.3,6.06,0.0,,,,1657.0,2316.0,22.6
VCrFeTa0.2W0.2,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,30.3,0.0,0.0,0.0,6.06,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,30.3,6.06,0.0,,,,1033.0,1260.0,40.6
V35Ti35Fe15Cr10Zr5,This high-entropy alloy with BCC was heat treated at as-cast and tested at 700 degrees Celsius.,0.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,,,,788.1,918.1,3.24
Al10Cr20Mo20Nb20Ti20Zr10,This high-entropy alloy with BCC+Laves intermetallic phase was heat treated at as-cast and tested at 1000 degrees Celsius.,0.0,20.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,10.0,,,,1260.0,,5.0
HfMoTaTiZr,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,,,,1045.0,,19.0
HfMoTaTiZr,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1000 degrees Celsius.,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,,,,855.0,,30.0
HfMoNbTaTiZr,This high-entropy alloy with BCC was heat treated at as-cast and tested at 800 degrees Celsius.,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,,,,1007.0,,23.0
HfMoNbTaTiZr,This high-entropy alloy with BCC was heat treated at as-cast and tested at 1000 degrees Celsius.,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,,,,814.0,,30.0
Ni43.9Co22.4Fe8.8Al10.7Ti11.7B2.5,This high-entropy alloy with FCC+B2 ordered phase was heat treated at as-cast and tested at 700 degrees Celsius.,22.4,0.0,43.9,10.7,11.7,0.0,2.5,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,789.0,,
Al19.3Co15Cr15Ni50.7,This high-entropy alloy with FCC+B2 ordered phase was heat treated at as-cast and tested at 850 degrees Celsius.,15.0,15.0,50.7,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,546.0,,
