seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,124,-0.0406,327.0675,251.3083,0.0304,226.6593,196.7973,-0.071
43,300,0.1717,238.8653,193.8417,0.0912,404.3239,344.6891,0.0805
44,300,0.14,255.3406,199.7525,0.0321,379.0692,325.7825,0.1079
45,300,0.1971,280.2427,219.0666,0.1336,253.5764,236.0097,0.0635
46,125,-0.6957,393.7523,282.2635,-0.0149,220.2069,170.6613,-0.6808
