seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,120,-0.0133,552.9744,421.43,0.0594,273.5919,234.2596,-0.0727
43,104,-0.8069,683.7414,480.0723,0.0013,273.4848,191.1709,-0.8082
44,300,0.1377,436.0593,337.3033,0.0913,588.7429,460.1194,0.0464
45,300,0.1542,413.7584,307.8877,-0.2099,649.7041,497.942,0.3641
46,300,0.1432,433.2069,349.5226,0.0829,594.9264,423.4799,0.0603
