seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,300,0.2121,15.1737,13.3291,0.2142,12.6503,8.9412,-0.0021
43,50,-0.0153,16.8722,14.3657,-0.0108,15.1321,13.6402,-0.0045
44,46,-0.0605,17.9335,15.7119,0.0065,12.0157,8.9865,-0.067
45,41,-0.5315,20.8196,17.5936,0.005,11.6245,9.3646,-0.5365
46,300,0.1709,15.2386,12.9167,0.1979,13.8365,12.1407,-0.027
