seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,127,-0.0143,322.9149,245.2877,0.0448,224.9701,194.5278,-0.0591
43,300,0.2788,222.8924,179.4212,0.0984,402.7135,337.1017,0.1804
44,300,0.2109,244.5906,188.2481,0.0741,370.7416,314.8867,0.1368
45,300,0.2789,265.5977,203.9181,0.2664,233.3342,214.9226,0.0125
46,127,-0.6962,393.8096,281.2058,0.0048,218.0555,165.5372,-0.701
