seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,132,0.6472,13.0813,10.8058,0.7122,8.5741,7.5807,-0.065
43,142,0.6152,11.9343,10.2782,0.5738,16.8632,14.2527,0.0414
44,47,-0.1084,23.6568,20.5556,0.0356,14.2611,11.2174,-0.144
45,237,0.7943,9.6453,7.6141,0.4258,15.817,13.333,0.3685
46,148,0.6416,12.8403,11.0118,0.8213,8.4985,7.9886,-0.1797
