seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,129,0.0135,318.4456,242.3724,0.1042,217.8555,188.7417,-0.0907
43,300,0.3203,216.3805,172.6745,0.135,394.4549,330.3437,0.1853
44,300,0.2333,241.0953,184.656,0.0923,367.0923,311.3022,0.141
45,300,0.3281,256.379,195.4925,0.3103,226.2453,208.8345,0.0178
46,131,-0.5966,382.0763,272.2984,0.0603,211.8854,165.7965,-0.6569
