seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,300,0.7205,9.0371,7.4969,0.8009,6.367,5.4538,-0.0804
43,50,0.0144,16.6235,14.1951,0.0098,14.9773,13.5956,0.0046
44,47,-0.0237,17.6198,15.5576,-0.0003,12.0562,9.1684,-0.0234
45,42,-0.3628,19.64,16.6281,0.0058,11.6199,9.7523,-0.3686
46,300,0.6732,9.5671,7.7125,0.6656,8.9339,7.6758,0.0076
