seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,132,0.5903,14.0958,11.4645,0.6894,8.9075,7.5356,-0.0991
43,182,0.6011,12.151,10.1645,0.578,16.7791,13.8962,0.0231
44,47,-0.0928,23.4892,20.4285,0.0329,14.2813,11.1618,-0.1257
45,133,0.6754,12.1152,10.2365,0.311,17.327,14.3384,0.3644
46,148,0.5764,13.9587,11.9296,0.805,8.8759,8.2262,-0.2286
