seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,300,0.5767,11.1226,9.0428,0.4859,10.2319,7.8725,0.0908
43,50,-0.0005,16.7486,14.2576,-0.0073,15.1058,13.6485,0.0068
44,47,-0.0495,17.8406,15.664,0.0044,12.0283,9.0009,-0.0539
45,42,-0.4088,19.9686,16.8949,0.0168,11.5553,9.5931,-0.4256
46,300,0.4589,12.31,10.326,0.4324,11.6397,9.2894,0.0265
