seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,122,-0.0037,550.3447,418.4233,0.0791,270.7158,232.0208,-0.0828
43,102,-0.8457,691.0509,488.1083,-0.0043,274.2429,186.6057,-0.8414
44,300,0.1824,424.591,323.5367,0.1267,577.1704,447.9463,0.0557
45,300,0.2197,397.4083,289.832,-0.1449,632.0185,481.8595,0.3646
46,300,0.1925,420.5618,334.666,0.1148,584.5023,412.6259,0.0777
