seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,132,0.6829,12.4023,10.1777,0.6786,9.0604,7.4613,0.0043
43,225,0.7707,9.2133,7.5362,0.6675,14.8958,11.9551,0.1032
44,47,-0.0638,23.1758,20.2173,0.0231,14.3534,11.0225,-0.0869
45,300,0.8729,7.5816,5.5509,0.5248,14.3899,11.0916,0.3481
46,187,0.7486,10.7535,8.6579,0.838,8.0898,7.1689,-0.0894
