seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,42,-0.2444,24.5673,20.7077,0.0459,15.6108,13.9975,-0.2903
43,266,0.5893,12.3308,10.4151,0.5945,16.4495,14.0,-0.0052
44,46,-0.0952,23.5146,20.5077,0.0244,14.3442,11.261,-0.1196
45,134,0.6432,12.7014,11.1876,0.3068,17.3791,14.3175,0.3364
46,189,0.5687,14.0845,11.6476,0.8166,8.6094,7.3682,-0.2479
