seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,120,0.01,546.5739,418.4781,0.1436,261.0578,228.431,-0.1336
43,104,-0.7929,681.0839,474.9819,-0.0666,282.6235,189.5421,-0.7263
44,300,0.2046,418.7847,318.8265,0.1634,564.907,435.7796,0.0412
45,300,0.2851,380.3945,276.2252,-0.0937,617.7276,464.8102,0.3788
46,300,0.2397,408.0675,324.0983,0.1306,579.2449,412.0774,0.1091
