seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,258,0.491,12.1958,9.7602,0.4688,10.4008,7.9543,0.0222
43,50,-0.0048,16.7845,14.2849,-0.0068,15.102,13.6423,0.002
44,47,-0.0346,17.7132,15.5847,0.0048,12.0256,8.9756,-0.0394
45,42,-0.4877,20.5197,17.3544,0.0129,11.578,9.437,-0.5006
46,300,0.4616,12.2801,10.1163,0.3676,12.2862,9.4772,0.094
