seed,stopped_epoch,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,gap
42,300,0.3715,368.4456,277.9655,0.4131,293.9658,249.0859,-0.0416
43,89,-0.1372,457.3007,386.3493,0.0144,497.9275,396.8877,-0.1516
44,300,0.3922,353.6194,286.5159,0.1968,379.9888,251.043,0.1954
45,300,0.4758,321.0523,243.6833,0.3082,398.1919,275.3429,0.1676
46,89,-0.2116,481.736,387.491,0.0306,451.3129,411.0986,-0.2422
